year,ISO_code,region,ef_score,ef_government,ef_legal,ef_money,ef_trade,ef_regulation
2015,BWA,Sub-Saharan Africa,7.24,5.4,6.2,9.1,7.7,7.9
2015,BRA,Latin America & the Caribbean,5.83,5.5,4.5,8.0,6.9,4.3
2015,BRN,South Asia,6.77,5.0,5.24,8.5,7.0,8.1
2015,BGR,Eastern Europe,7.42,7.1,4.9,9.4,8.1,7.6
2015,BFA,Sub-Saharan Africa,5.94,6.0,3.6,7.0,6.5,6.6
2015,BDI,Sub-Saharan Africa,6.06,6.7,3.1,7.8,6.1,6.6
2015,KHM,South Asia,7.45,9.1,4.35,9.3,7.4,7.2
2015,CMR,Sub-Saharan Africa,5.74,7.1,3.3,7.1,5.0,6.3
2015,CAN,North America,8.03,6.3,7.9,9.6,7.9,8.5
2015,CPV,Sub-Saharan Africa,7.09,7.2,6.08,8.4,7.0,6.8
2015,CAF,Sub-Saharan Africa,4.84,6.8,2.6,4.8,4.7,5.3
2015,TCD,Sub-Saharan Africa,5.26,7.1,2.8,6.4,5.2,4.9
2015,CHL,Latin America & the Caribbean,7.85,8.1,6.5,9.3,8.2,7.1
2015,CHN,East Asia,6.33,4.8,5.6,8.3,6.6,6.3
2015,COL,Latin America & the Caribbean,6.66,7.2,3.8,8.0,6.9,7.4
2015,COD,Sub-Saharan Africa,5.66,6.4,2.7,8.0,5.4,5.8
2015,COG,Sub-Saharan Africa,4.83,4.9,3.3,5.8,4.7,5.5
2015,CRI,Latin America & the Caribbean,7.44,7.2,5.8,9.8,8.0,6.4
2015,CIV,Sub-Saharan Africa,5.9,6.1,4.6,7.0,5.7,6.2
2015,HRV,Eastern Europe,7.07,5.0,5.7,9.3,8.2,7.1
2015,CYP,Eastern Europe,7.66,7.1,5.8,9.7,8.2,7.4
2015,CZE,Eastern Europe,7.7,6.3,6.2,9.6,8.2,8.2
2015,DNK,Western Europe,7.86,4.7,8.2,9.6,8.4,8.4
2015,DOM,Latin America & the Caribbean,6.99,6.6,4.1,9.5,8.2,6.6
2015,ECU,Latin America & the Caribbean,6.09,5.9,3.9,8.1,6.5,6.1
2015,EGY,Middle East & North Africa,5.33,5.1,3.5,7.5,5.6,5.0
2015,SLV,Latin America & the Caribbean,7.1,8.2,3.7,9.6,7.7,6.3
2015,EST,Eastern Europe,7.99,6.2,7.5,9.5,8.5,8.2
2015,SWZ,Sub-Saharan Africa,6.36,5.2,4.11,7.9,7.0,7.6
2015,ETH,Sub-Saharan Africa,5.34,5.6,4.6,5.5,4.9,6.0
2015,FJI,Oceania,6.59,5.9,5.3,6.3,6.6,8.8
2015,FIN,Western Europe,7.79,4.6,8.9,9.6,8.2,7.7
2015,FRA,Western Europe,7.42,4.8,7.1,9.8,8.2,7.3
2015,GAB,Sub-Saharan Africa,5.69,5.8,3.9,6.4,5.7,6.6
2015,GMB,Sub-Saharan Africa,7.15,7.1,5.26,9.2,7.4,6.8
2015,GEO,Caucasus & Central Asia,7.97,7.6,6.6,9.0,8.7,8.0
2015,DEU,Western Europe,7.85,6.4,7.4,9.6,7.9,7.8
2015,GHA,Sub-Saharan Africa,6.39,7.5,5.4,5.6,6.5,6.8
2015,GRC,Eastern Europe,6.58,4.3,6.0,8.3,7.6,6.6
2015,GTM,Latin America & the Caribbean,7.68,9.4,4.5,9.6,8.2,6.6
2015,GIN,Sub-Saharan Africa,5.51,5.2,2.98,7.8,5.0,6.6
2015,GNB,Sub-Saharan Africa,5.19,5.3,3.0,6.4,6.1,5.2
2015,GUY,Latin America & the Caribbean,6.5,6.8,4.3,8.3,6.4,6.7
2015,HTI,Latin America & the Caribbean,6.6,8.0,2.5,7.8,7.8,7.0
2015,HND,Latin America & the Caribbean,7.38,9.2,4.0,9.4,7.4,6.9
2015,HKG,East Asia,8.88,8.2,8.1,9.5,9.2,9.4
2015,HUN,Eastern Europe,7.23,5.2,6.0,9.5,7.9,7.5
2015,ISL,Western Europe,7.31,5.8,8.5,7.2,7.2,8.0
2015,IND,South Asia,6.69,8.2,5.1,8.1,5.6,6.5
2015,IDN,South Asia,7.09,8.2,4.5,9.4,7.0,6.3
2015,IRN,Middle East & North Africa,5.59,6.0,4.5,7.8,4.5,5.1
2015,IRQ,Middle East & North Africa,null,null,null,null,null,null
2015,IRL,Western Europe,8.32,6.7,8.0,9.5,8.8,8.6
2015,ISR,Middle East & North Africa,7.49,6.3,6.1,9.5,8.1,7.4
2015,ITA,Western Europe,7.48,6.3,5.7,9.7,8.3,7.5
2015,JAM,Latin America & the Caribbean,7.25,7.6,5.2,8.7,6.9,7.9
2015,JPN,East Asia,7.85,5.7,7.6,9.6,8.1,8.2
2015,JOR,Middle East & North Africa,7.43,7.2,4.8,9.7,7.6,7.9
2015,KAZ,Caucasus & Central Asia,7.14,7.0,5.6,8.9,6.4,7.8
2015,KEN,Sub-Saharan Africa,7.07,7.6,4.7,9.1,6.6,7.3
2015,KOR,East Asia,7.57,7.0,6.5,9.7,7.5,7.2
2015,KWT,Middle East & North Africa,6.33,4.9,5.0,7.6,6.7,7.4
2015,KGZ,Caucasus & Central Asia,6.78,6.9,4.2,8.6,7.4,6.7
2015,LAO,South Asia,6.65,6.8,5.98,7.3,6.8,6.3
2015,LVA,Eastern Europe,7.85,6.8,6.4,9.5,8.3,8.2
2015,LBN,Middle East & North Africa,7.06,8.5,4.05,9.6,6.9,6.3
2015,LSO,Sub-Saharan Africa,6.6,5.4,5.8,7.9,6.5,7.5
2015,LBR,Sub-Saharan Africa,6.94,8.5,4.68,9.1,6.1,6.3
2015,LBY,Middle East & North Africa,4.93,3.4,3.21,7.0,4.8,6.2
2015,LTU,Eastern Europe,7.9,7.3,6.5,9.4,8.2,8.0
2015,LUX,Western Europe,7.81,5.0,8.4,9.5,8.3,7.9
2015,MDG,Sub-Saharan Africa,6.36,8.1,2.9,8.0,6.8,5.9
2015,MWI,Sub-Saharan Africa,5.8,6.4,4.6,6.2,6.0,5.8
2015,MYS,South Asia,7.53,6.2,5.8,9.5,7.5,8.7
2015,MLI,Sub-Saharan Africa,5.88,5.7,3.6,7.0,6.9,6.2
2015,MLT,Western Europe,7.92,6.9,6.6,9.7,8.4,8.1
2015,MRT,Sub-Saharan Africa,5.83,5.6,3.3,7.7,6.0,6.6
2015,MUS,Sub-Saharan Africa,8.05,7.9,6.5,9.6,8.4,7.9
2015,MEX,Latin America & the Caribbean,6.88,7.6,4.2,8.2,7.6,6.9
2015,MDA,Eastern Europe,6.53,6.2,4.2,7.8,7.4,6.9
2015,MNG,East Asia,7.33,7.9,5.6,9.0,6.9,7.1
2015,MNE,Eastern Europe,7.03,6.4,4.8,8.4,8.1,7.3
2015,MAR,Middle East & North Africa,6.57,6.2,5.6,7.3,6.8,7.0
2015,MOZ,Sub-Saharan Africa,5.49,5.4,4.0,6.4,6.4,5.2
2015,MMR,South Asia,5.52,6.6,3.4,6.3,5.7,5.6
2015,NAM,Sub-Saharan Africa,6.68,6.0,6.5,6.6,6.4,7.8
2015,NPL,South Asia,6.41,7.7,4.5,6.4,6.7,6.7
2015,NLD,Western Europe,7.78,4.5,8.2,9.8,8.6,7.9
2015,NZL,Oceania,8.54,6.8,8.7,9.5,8.6,9.1
2015,NIC,Latin America & the Caribbean,7.08,7.1,4.4,8.9,7.8,7.1
2015,NER,Sub-Saharan Africa,5.59,6.2,3.4,6.8,5.5,6.1
2015,NGA,Sub-Saharan Africa,6.63,8.5,3.6,7.9,5.9,7.2
2015,MKD,Eastern Europe,7.21,6.5,5.1,8.3,8.0,8.2
2015,NOR,Western Europe,7.24,4.9,8.8,7.0,7.7,7.8
2015,OMN,Middle East & North Africa,6.6,4.3,6.0,8.3,7.6,6.7
2015,PAK,South Asia,5.85,7.5,3.3,6.4,5.8,6.3
2015,PAN,Latin America & the Caribbean,7.72,8.2,5.4,9.4,8.7,7.0
2015,PNG,Oceania,6.24,6.1,4.1,6.5,7.2,7.3
2015,PRY,Latin America & the Caribbean,6.95,8.3,3.9,9.2,7.3,6.0
2015,PER,Latin America & the Caribbean,7.54,7.6,4.8,9.6,8.2,7.5
2015,PHL,South Asia,7.42,8.6,4.4,9.4,7.1,7.4
2015,POL,Eastern Europe,7.41,6.0,5.8,9.6,8.0,7.7
2015,PRT,Western Europe,7.55,6.0,7.0,9.7,8.4,6.7
2015,QAT,Middle East & North Africa,7.16,5.8,6.3,8.4,7.6,7.8
2015,ROU,Eastern Europe,7.65,6.9,5.9,9.4,8.5,7.6
2015,RUS,Eastern Europe,6.52,6.1,4.8,8.5,6.6,6.5
2015,RWA,Sub-Saharan Africa,7.47,5.7,7.3,9.4,7.0,8.0
2015,SAU,Middle East & North Africa,6.15,5.0,5.29,8.3,6.1,6.1
2015,SEN,Sub-Saharan Africa,6.01,6.9,4.2,7.1,6.6,5.2
2015,SRB,Eastern Europe,6.78,6.5,4.9,7.8,7.6,7.1
2015,SYC,Sub-Saharan Africa,7.19,6.1,5.52,9.3,7.7,7.4
2015,SLE,Sub-Saharan Africa,5.71,7.0,4.0,7.1,5.8,4.7
2015,SGP,South Asia,8.68,7.2,8.3,9.8,9.2,8.8
2015,SVK,Eastern Europe,7.37,5.7,5.6,9.7,8.3,7.4
2015,SVN,Eastern Europe,7.2,5.1,6.3,9.8,7.9,6.9
2015,ZAF,Sub-Saharan Africa,6.76,5.7,5.8,8.1,6.9,7.4
2015,ESP,Western Europe,7.63,6.2,6.8,9.8,8.0,7.3
2015,LKA,South Asia,6.76,7.6,5.3,8.1,5.9,6.9
2015,SDN,Sub-Saharan Africa,null,null,null,null,null,null
2015,SUR,Latin America & the Caribbean,6.85,6.0,5.07,8.9,7.2,7.1
2015,SWE,Western Europe,7.83,4.6,8.3,9.7,8.3,8.2
2015,CHE,Western Europe,8.42,7.7,8.6,9.8,7.5,8.5
2015,SYR,Middle East & North Africa,4.87,5.7,3.4,4.9,4.9,5.4
2015,TWN,East Asia,7.74,7.4,6.8,9.6,7.6,7.3
2015,TJK,Caucasus & Central Asia,6.27,5.5,5.14,7.8,6.4,6.5
2015,TZA,Sub-Saharan Africa,6.84,7.1,5.7,8.1,6.3,7.1
2015,THA,South Asia,6.79,6.6,4.8,8.5,7.1,7.1
2015,TLS,South Asia,6.29,4.6,3.54,8.8,7.0,7.4
2015,TGO,Sub-Saharan Africa,5.88,6.6,4.4,7.0,5.5,6.0
2015,TTO,Latin America & the Caribbean,6.4,5.3,4.4,8.3,7.8,6.3
2015,TUN,Middle East & North Africa,6.31,6.0,5.3,7.1,6.8,6.4
2015,TUR,Middle East & North Africa,6.84,6.6,4.7,9.1,7.2,6.5
2015,UGA,Sub-Saharan Africa,7.26,7.5,4.9,8.6,7.4,7.9
2015,UKR,Eastern Europe,5.4,7.0,4.3,3.3,6.5,5.9
2015,ARE,Middle East & North Africa,7.28,5.9,6.0,8.4,8.2,7.9
2015,GBR,Western Europe,8.07,6.2,7.9,9.8,8.4,8.0
2015,USA,North America,8.07,7.1,7.2,9.8,7.5,8.7
2015,URY,Latin America & the Caribbean,7.09,6.6,5.5,9.1,7.8,6.4
2015,VEN,Latin America & the Caribbean,2.71,4.9,2.0,0.7,3.3,2.6
2015,VNM,South Asia,6.13,6.8,5.0,6.2,6.0,6.6
2015,YEM,Middle East & North Africa,5.94,6.4,3.02,8.1,6.8,5.4
2015,ZMB,Sub-Saharan Africa,6.79,6.3,5.6,8.7,7.0,6.4
2015,ZWE,Sub-Saharan Africa,6.13,6.4,3.8,8.2,5.7,6.6
